"","from","to","type","subtype"
"2","hsa:3688","hsa:60","PPrel","binding/association"
"21","hsa:3688","hsa:71","PPrel","binding/association"
"5","hsa:3691","hsa:60","PPrel","binding/association"
"6","hsa:3691","hsa:71","PPrel","binding/association"
"7","hsa:3693","hsa:60","PPrel","binding/association"
"8","hsa:3693","hsa:71","PPrel","binding/association"
"9","hsa:3694","hsa:60","PPrel","binding/association"
"10","hsa:3694","hsa:71","PPrel","binding/association"
"11","hsa:3695","hsa:60","PPrel","binding/association"
"12","hsa:3695","hsa:71","PPrel","binding/association"
"13","hsa:3696","hsa:60","PPrel","binding/association"
"14","hsa:3696","hsa:71","PPrel","binding/association"
"15","hsa:1605","hsa:1605","PPrel","binding/association"
"16","hsa:1605","hsa:1756","PPrel","binding/association"
"17","hsa:284217","hsa:1605","PPrel","binding/association"
"19","hsa:7137","hsa:70","PPrel","binding/association"
"20","hsa:7134","hsa:7137","PPrel","binding/association"
"211","hsa:7134","hsa:7139","PPrel","binding/association"
"22","hsa:7139","hsa:7137","PPrel","binding/association"
"23","hsa:7139","hsa:7168","PPrel","binding/association"
"24","hsa:7139","hsa:7169","PPrel","binding/association"
"25","hsa:7139","hsa:7170","PPrel","binding/association"
"26","hsa:7139","hsa:7171","PPrel","binding/association"
"27","hsa:1756","hsa:60","PPrel","binding/association"
"28","hsa:1756","hsa:71","PPrel","binding/association"
"29","hsa:70","hsa:7168","PPrel","binding/association"
"30","hsa:70","hsa:7169","PPrel","binding/association"
"31","hsa:70","hsa:7170","PPrel","binding/association"
"32","hsa:70","hsa:7171","PPrel","binding/association"
"33","hsa:70","hsa:4624","PPrel","binding/association"
"34","hsa:70","hsa:4625","PPrel","binding/association"
"35","hsa:4607","hsa:4624","PPrel","binding/association"
"36","hsa:4607","hsa:4625","PPrel","binding/association"
"37","hsa:4624","hsa:4634","PPrel","binding/association"
"38","hsa:4624","hsa:4633","PPrel","binding/association"
"39","hsa:4625","hsa:4634","PPrel","binding/association"
"40","hsa:4625","hsa:4633","PPrel","binding/association"
