"","from","to","type","subtype"
"2","hsa:1453","hsa:2697","PPrel","activation"
"21","hsa:1453","hsa:2697","PPrel","phosphorylation"
"3","hsa:5578","hsa:2697","PPrel","indirect effect"
"4","hsa:5578","hsa:57369","PPrel","indirect effect"
"5","hsa:5579","hsa:2697","PPrel","indirect effect"
"6","hsa:5579","hsa:57369","PPrel","indirect effect"
"7","hsa:5582","hsa:2697","PPrel","indirect effect"
"8","hsa:5582","hsa:57369","PPrel","indirect effect"
"9","hsa:2770","hsa:3265","PPrel","activation"
"10","hsa:2770","hsa:3845","PPrel","activation"
"11","hsa:2770","hsa:4893","PPrel","activation"
"12","hsa:2770","hsa:107","PPrel","inhibition"
"13","hsa:2770","hsa:108","PPrel","inhibition"
"14","hsa:2770","hsa:109","PPrel","inhibition"
"15","hsa:2770","hsa:111","PPrel","inhibition"
"16","hsa:2770","hsa:112","PPrel","inhibition"
"17","hsa:2770","hsa:113","PPrel","inhibition"
"18","hsa:2770","hsa:114","PPrel","inhibition"
"19","hsa:2770","hsa:115","PPrel","inhibition"
"20","hsa:2770","hsa:196883","PPrel","inhibition"
"211","hsa:2771","hsa:3265","PPrel","activation"
"22","hsa:2771","hsa:3845","PPrel","activation"
"23","hsa:2771","hsa:4893","PPrel","activation"
"24","hsa:2771","hsa:107","PPrel","inhibition"
"25","hsa:2771","hsa:108","PPrel","inhibition"
"26","hsa:2771","hsa:109","PPrel","inhibition"
"27","hsa:2771","hsa:111","PPrel","inhibition"
"28","hsa:2771","hsa:112","PPrel","inhibition"
"29","hsa:2771","hsa:113","PPrel","inhibition"
"30","hsa:2771","hsa:114","PPrel","inhibition"
"31","hsa:2771","hsa:115","PPrel","inhibition"
"32","hsa:2771","hsa:196883","PPrel","inhibition"
"33","hsa:2773","hsa:3265","PPrel","activation"
"34","hsa:2773","hsa:3845","PPrel","activation"
"35","hsa:2773","hsa:4893","PPrel","activation"
"36","hsa:2773","hsa:107","PPrel","inhibition"
"37","hsa:2773","hsa:108","PPrel","inhibition"
"38","hsa:2773","hsa:109","PPrel","inhibition"
"39","hsa:2773","hsa:111","PPrel","inhibition"
"40","hsa:2773","hsa:112","PPrel","inhibition"
"41","hsa:2773","hsa:113","PPrel","inhibition"
"42","hsa:2773","hsa:114","PPrel","inhibition"
"43","hsa:2773","hsa:115","PPrel","inhibition"
"44","hsa:2773","hsa:196883","PPrel","inhibition"
"45","hsa:2697","hsa:2697","PPrel","binding/association"
"46","hsa:2697","hsa:10376","PPrel","binding/association"
"47","hsa:2697","hsa:112714","PPrel","binding/association"
"50","hsa:2697","hsa:7277","PPrel","binding/association"
"51","hsa:2697","hsa:7278","PPrel","binding/association"
"52","hsa:2697","hsa:7846","PPrel","binding/association"
"53","hsa:2697","hsa:79861","PPrel","binding/association"
"54","hsa:2697","hsa:84790","PPrel","binding/association"
"56","hsa:2697","hsa:10382","PPrel","binding/association"
"57","hsa:2697","hsa:10383","PPrel","binding/association"
"58","hsa:2697","hsa:203068","PPrel","binding/association"
"60","hsa:2697","hsa:347733","PPrel","binding/association"
"61","hsa:2697","hsa:7280","PPrel","binding/association"
"62","hsa:2697","hsa:81027","PPrel","binding/association"
"63","hsa:2697","hsa:84617","PPrel","binding/association"
"64","hsa:2697","hsa:57369","PPrel","binding/association"
"65","hsa:2697","hsa:7082","PPrel","binding/association"
"66","hsa:57369","hsa:2697","PPrel","binding/association"
"67","hsa:57369","hsa:57369","PPrel","binding/association"
"68","hsa:57369","hsa:7082","PPrel","binding/association"
"69","hsa:5598","hsa:2697","PPrel","inhibition"
"70","hsa:5598","hsa:2697","PPrel","phosphorylation"
"71","hsa:5598","hsa:57369","PPrel","inhibition"
"72","hsa:5598","hsa:57369","PPrel","phosphorylation"
"73","hsa:10746","hsa:5607","PPrel","activation"
"74","hsa:5607","hsa:5598","PPrel","activation"
"75","hsa:5592","hsa:2697","PPrel","indirect effect"
"76","hsa:5592","hsa:57369","PPrel","indirect effect"
"77","hsa:5593","hsa:2697","PPrel","indirect effect"
"78","hsa:5593","hsa:57369","PPrel","indirect effect"
"79","hsa:3356","hsa:2767","PPrel","activation"
"80","hsa:3356","hsa:2776","PPrel","activation"
"81","hsa:3357","hsa:2767","PPrel","activation"
"82","hsa:3357","hsa:2776","PPrel","activation"
"83","hsa:3358","hsa:2767","PPrel","activation"
"84","hsa:3358","hsa:2776","PPrel","activation"
"85","hsa:983","hsa:2697","PPrel","inhibition"
"86","hsa:983","hsa:2697","PPrel","phosphorylation"
"87","hsa:983","hsa:57369","PPrel","inhibition"
"88","hsa:983","hsa:57369","PPrel","phosphorylation"
"89","hsa:1902","hsa:2770","PPrel","activation"
"90","hsa:1902","hsa:2771","PPrel","activation"
"91","hsa:1902","hsa:2773","PPrel","activation"
"92","hsa:5566","hsa:2697","PPrel","indirect effect"
"93","hsa:5566","hsa:57369","PPrel","indirect effect"
