"","from","to","type","subtype"
"2","hsa:23385","hsa:4851","PPrel","activation"
"21","hsa:23385","hsa:4853","PPrel","activation"
"3","hsa:23385","hsa:4854","PPrel","activation"
"4","hsa:23385","hsa:4855","PPrel","activation"
"5","hsa:51107","hsa:4851","PPrel","activation"
"6","hsa:51107","hsa:4853","PPrel","activation"
"7","hsa:51107","hsa:4854","PPrel","activation"
"8","hsa:51107","hsa:4855","PPrel","activation"
"9","hsa:83464","hsa:4851","PPrel","activation"
"10","hsa:83464","hsa:4853","PPrel","activation"
"11","hsa:83464","hsa:4854","PPrel","activation"
"12","hsa:83464","hsa:4855","PPrel","activation"
"13","hsa:5663","hsa:4851","PPrel","activation"
"14","hsa:5663","hsa:4853","PPrel","activation"
"15","hsa:5663","hsa:4854","PPrel","activation"
"16","hsa:5663","hsa:4855","PPrel","activation"
"17","hsa:5664","hsa:4851","PPrel","activation"
"18","hsa:5664","hsa:4853","PPrel","activation"
"19","hsa:5664","hsa:4854","PPrel","activation"
"20","hsa:5664","hsa:4855","PPrel","activation"
"22","hsa:3065","hsa:3516","PPrel","inhibition"
"24","hsa:3066","hsa:3516","PPrel","inhibition"
"26","hsa:9541","hsa:3516","PPrel","inhibition"
"30","hsa:7088","hsa:3516","PPrel","inhibition"
"32","hsa:7089","hsa:3516","PPrel","inhibition"
"34","hsa:7090","hsa:3516","PPrel","inhibition"
"36","hsa:7091","hsa:3516","PPrel","inhibition"
"38","hsa:79816","hsa:3516","PPrel","inhibition"
"40","hsa:1487","hsa:3516","PPrel","inhibition"
"42","hsa:1488","hsa:3516","PPrel","inhibition"
"44","hsa:9612","hsa:3516","PPrel","inhibition"
"52","hsa:3516","hsa:3280","GErel","expression"
"53","hsa:3516","hsa:388585","GErel","expression"
"54","hsa:3516","hsa:171558","GErel","expression"
"55","hsa:3516","hsa:22938","PPrel","binding/association"
"56","hsa:3516","hsa:23462","GErel","expression"
"57","hsa:3516","hsa:23493","GErel","expression"
"58","hsa:3516","hsa:26508","GErel","expression"
"60","hsa:1387","hsa:3516","PPrel","activation"
"62","hsa:2033","hsa:3516","PPrel","activation"
"64","hsa:2648","hsa:3516","PPrel","activation"
"66","hsa:8850","hsa:3516","PPrel","activation"
"68","hsa:55534","hsa:3516","PPrel","activation"
"70","hsa:84441","hsa:3516","PPrel","activation"
"72","hsa:9794","hsa:3516","PPrel","activation"
"73","hsa:6868","hsa:4851","PPrel","activation"
"74","hsa:6868","hsa:4853","PPrel","activation"
"75","hsa:6868","hsa:4854","PPrel","activation"
"76","hsa:6868","hsa:4855","PPrel","activation"
"77","hsa:55851","hsa:4851","PPrel","activation"
"78","hsa:55851","hsa:4853","PPrel","activation"
"79","hsa:55851","hsa:4854","PPrel","activation"
"80","hsa:55851","hsa:4855","PPrel","activation"
"81","hsa:8650","hsa:4851","PPrel","inhibition"
"82","hsa:8650","hsa:4853","PPrel","inhibition"
"83","hsa:8650","hsa:4854","PPrel","inhibition"
"84","hsa:8650","hsa:4855","PPrel","inhibition"
"85","hsa:9253","hsa:4851","PPrel","inhibition"
"86","hsa:9253","hsa:4853","PPrel","inhibition"
"87","hsa:9253","hsa:4854","PPrel","inhibition"
"88","hsa:9253","hsa:4855","PPrel","inhibition"
"89","hsa:182","hsa:4851","PPrel","inhibition"
"90","hsa:182","hsa:4853","PPrel","inhibition"
"91","hsa:182","hsa:4854","PPrel","inhibition"
"92","hsa:182","hsa:4855","PPrel","inhibition"
"93","hsa:3714","hsa:4851","PPrel","inhibition"
"94","hsa:3714","hsa:4853","PPrel","inhibition"
"95","hsa:3714","hsa:4854","PPrel","inhibition"
"96","hsa:3714","hsa:4855","PPrel","inhibition"
"97","hsa:4851","hsa:113878","PPrel","activation"
"98","hsa:4851","hsa:151636","PPrel","activation"
"99","hsa:4851","hsa:1840","PPrel","activation"
"100","hsa:4851","hsa:196403","PPrel","activation"
"101","hsa:4851","hsa:23220","PPrel","activation"
"103","hsa:4851","hsa:3516","PPrel","activation"
"104","hsa:4853","hsa:113878","PPrel","activation"
"105","hsa:4853","hsa:151636","PPrel","activation"
"106","hsa:4853","hsa:1840","PPrel","activation"
"107","hsa:4853","hsa:196403","PPrel","activation"
"108","hsa:4853","hsa:23220","PPrel","activation"
"110","hsa:4853","hsa:3516","PPrel","activation"
"111","hsa:4854","hsa:113878","PPrel","activation"
"112","hsa:4854","hsa:151636","PPrel","activation"
"113","hsa:4854","hsa:1840","PPrel","activation"
"114","hsa:4854","hsa:196403","PPrel","activation"
"115","hsa:4854","hsa:23220","PPrel","activation"
"117","hsa:4854","hsa:3516","PPrel","activation"
"118","hsa:4855","hsa:113878","PPrel","activation"
"119","hsa:4855","hsa:151636","PPrel","activation"
"120","hsa:4855","hsa:1840","PPrel","activation"
"121","hsa:4855","hsa:196403","PPrel","activation"
"122","hsa:4855","hsa:23220","PPrel","activation"
"124","hsa:4855","hsa:3516","PPrel","activation"
"125","hsa:1855","hsa:4851","PPrel","inhibition"
"126","hsa:1855","hsa:4853","PPrel","inhibition"
"127","hsa:1855","hsa:4854","PPrel","inhibition"
"128","hsa:1855","hsa:4855","PPrel","inhibition"
"129","hsa:1856","hsa:4851","PPrel","inhibition"
"130","hsa:1856","hsa:4853","PPrel","inhibition"
