"","from","to","type","subtype"
"2","hsa:23236","hsa:5578","PPrel","compound"
"21","hsa:23236","hsa:5579","PPrel","compound"
"3","hsa:23236","hsa:5582","PPrel","compound"
"4","hsa:23236","hsa:3708","PPrel","compound"
"5","hsa:23236","hsa:3709","PPrel","compound"
"6","hsa:23236","hsa:3710","PPrel","compound"
"7","hsa:5330","hsa:5578","PPrel","compound"
"8","hsa:5330","hsa:5579","PPrel","compound"
"9","hsa:5330","hsa:5582","PPrel","compound"
"10","hsa:5330","hsa:3708","PPrel","compound"
"11","hsa:5330","hsa:3709","PPrel","compound"
"12","hsa:5330","hsa:3710","PPrel","compound"
"13","hsa:5331","hsa:5578","PPrel","compound"
"14","hsa:5331","hsa:5579","PPrel","compound"
"15","hsa:5331","hsa:5582","PPrel","compound"
"16","hsa:5331","hsa:3708","PPrel","compound"
"17","hsa:5331","hsa:3709","PPrel","compound"
"18","hsa:5331","hsa:3710","PPrel","compound"
"19","hsa:5332","hsa:5578","PPrel","compound"
"20","hsa:5332","hsa:5579","PPrel","compound"
"211","hsa:5332","hsa:5582","PPrel","compound"
"22","hsa:5332","hsa:3708","PPrel","compound"
"23","hsa:5332","hsa:3709","PPrel","compound"
"24","hsa:5332","hsa:3710","PPrel","compound"
"25","hsa:2767","hsa:23236","PPrel","activation"
"26","hsa:2767","hsa:5330","PPrel","activation"
"27","hsa:2767","hsa:5331","PPrel","activation"
"28","hsa:2767","hsa:5332","PPrel","activation"
"29","hsa:2776","hsa:23236","PPrel","activation"
"30","hsa:2776","hsa:5330","PPrel","activation"
"31","hsa:2776","hsa:5331","PPrel","activation"
"32","hsa:2776","hsa:5332","PPrel","activation"
"33","hsa:2890","hsa:4067","PPrel","activation"
"34","hsa:2891","hsa:4067","PPrel","activation"
"35","hsa:2892","hsa:4067","PPrel","activation"
"36","hsa:6261","hsa:773","PPrel","compound"
"40","hsa:123745","hsa:5578","PPrel","compound"
"41","hsa:123745","hsa:5579","PPrel","compound"
"42","hsa:123745","hsa:5582","PPrel","compound"
"43","hsa:255189","hsa:5578","PPrel","compound"
"44","hsa:255189","hsa:5579","PPrel","compound"
"45","hsa:255189","hsa:5582","PPrel","compound"
"46","hsa:283748","hsa:5578","PPrel","compound"
"47","hsa:283748","hsa:5579","PPrel","compound"
"48","hsa:283748","hsa:5582","PPrel","compound"
"49","hsa:5321","hsa:5578","PPrel","compound"
"50","hsa:5321","hsa:5579","PPrel","compound"
"51","hsa:5321","hsa:5582","PPrel","compound"
"52","hsa:8605","hsa:5578","PPrel","compound"
"53","hsa:8605","hsa:5579","PPrel","compound"
"54","hsa:8605","hsa:5582","PPrel","compound"
"59","hsa:10672","hsa:123745","PPrel","activation"
"60","hsa:10672","hsa:255189","PPrel","activation"
"61","hsa:10672","hsa:283748","PPrel","activation"
"62","hsa:10672","hsa:5321","PPrel","activation"
"63","hsa:10672","hsa:8605","PPrel","activation"
"66","hsa:2768","hsa:123745","PPrel","activation"
"67","hsa:2768","hsa:255189","PPrel","activation"
"68","hsa:2768","hsa:283748","PPrel","activation"
"69","hsa:2768","hsa:5321","PPrel","activation"
"70","hsa:2768","hsa:8605","PPrel","activation"
"73","hsa:2770","hsa:123745","PPrel","activation"
"74","hsa:2770","hsa:255189","PPrel","activation"
"75","hsa:2770","hsa:283748","PPrel","activation"
"76","hsa:2770","hsa:5321","PPrel","activation"
"77","hsa:2770","hsa:8605","PPrel","activation"
"80","hsa:2771","hsa:123745","PPrel","activation"
"81","hsa:2771","hsa:255189","PPrel","activation"
"82","hsa:2771","hsa:283748","PPrel","activation"
"83","hsa:2771","hsa:5321","PPrel","activation"
