"","from","to","type","subtype"
"2","hsa:3486","hsa:3479","PPrel","inhibition"
"3","hsa:10912","hsa:983","PPrel","inhibition"
"4","hsa:10912","hsa:891","PPrel","inhibition"
"6","hsa:1647","hsa:983","PPrel","inhibition"
"7","hsa:1647","hsa:891","PPrel","inhibition"
"9","hsa:4616","hsa:983","PPrel","inhibition"
"10","hsa:4616","hsa:891","PPrel","inhibition"
"12","hsa:4194","hsa:4193","PPrel","activation"
"13","hsa:4194","hsa:7157","PPrel","inhibition"
"14","hsa:1111","hsa:7157","PPrel","activation"
"15","hsa:1111","hsa:7157","PPrel","phosphorylation"
"16","hsa:545","hsa:1111","PPrel","activation"
"17","hsa:545","hsa:1111","PPrel","phosphorylation"
"18","hsa:545","hsa:7157","PPrel","activation"
"19","hsa:545","hsa:7157","PPrel","phosphorylation"
"20","hsa:11200","hsa:7157","PPrel","activation"
"21","hsa:11200","hsa:7157","PPrel","phosphorylation"
"22","hsa:472","hsa:11200","PPrel","activation"
"23","hsa:472","hsa:11200","PPrel","phosphorylation"
"24","hsa:472","hsa:7157","PPrel","activation"
"25","hsa:472","hsa:7157","PPrel","phosphorylation"
"26","hsa:2810","hsa:983","PPrel","inhibition"
"27","hsa:2810","hsa:891","PPrel","inhibition"
"29","hsa:1029","hsa:4193","PPrel","inhibition"
"39","hsa:8795","hsa:841","PPrel","indirect effect"
"40","hsa:8797","hsa:841","PPrel","indirect effect"
"41","hsa:841","hsa:836","PPrel","activation"
"42","hsa:317","hsa:842","PPrel","activation"
"44","hsa:842","hsa:836","PPrel","activation"
"45","hsa:7157","hsa:4193","PPrel","activation"
"47","hsa:7157","hsa:2810","GErel","expression"
"49","hsa:7157","hsa:10912","GErel","expression"
"50","hsa:7157","hsa:1647","GErel","expression"
"51","hsa:7157","hsa:4616","GErel","expression"
"52","hsa:7157","hsa:51512","GErel","expression"
"53","hsa:7157","hsa:355","GErel","expression"
"55","hsa:7157","hsa:8795","GErel","expression"
"56","hsa:7157","hsa:8797","GErel","expression"
"57","hsa:7157","hsa:581","GErel","expression"
"58","hsa:7157","hsa:5366","GErel","expression"
"59","hsa:7157","hsa:9538","GErel","expression"
"60","hsa:7157","hsa:9540","GErel","expression"
"61","hsa:7157","hsa:51246","GErel","expression"
"62","hsa:7157","hsa:64065","GErel","expression"
"63","hsa:7157","hsa:64393","GErel","expression"
"64","hsa:7157","hsa:6477","GErel","expression"
"65","hsa:7157","hsa:3486","GErel","expression"
"66","hsa:7157","hsa:5054","GErel","expression"
"68","hsa:7157","hsa:3732","GErel","expression"
"69","hsa:7157","hsa:7057","GErel","expression"
"70","hsa:7157","hsa:5268","GErel","expression"
"71","hsa:7157","hsa:1643","GErel","expression"
"72","hsa:7157","hsa:50484","GErel","expression"
"73","hsa:7157","hsa:6241","GErel","expression"
"74","hsa:7157","hsa:143686","GErel","expression"
"75","hsa:7157","hsa:27244","GErel","expression"
"76","hsa:7157","hsa:83667","GErel","expression"
"77","hsa:7157","hsa:5728","GErel","expression"
"78","hsa:7157","hsa:7249","GErel","expression"
"79","hsa:7157","hsa:55240","GErel","expression"
"81","hsa:7157","hsa:25898","GErel","expression"
"82","hsa:7157","hsa:900","GErel","expression"
"83","hsa:7157","hsa:901","GErel","expression"
"84","hsa:7157","hsa:8493","GErel","expression"
"85","hsa:7157","hsa:7161","GErel","expression"
"86","hsa:7157","hsa:10572","GErel","expression"
"87","hsa:7157","hsa:84883","GErel","expression"
"89","hsa:27113","hsa:7157","GErel","expression"
"90","hsa:27113","hsa:63970","GErel","expression"
"91","hsa:10572","hsa:598","PPrel","inhibition"
"92","hsa:10572","hsa:596","PPrel","inhibition"
"93","hsa:598","hsa:581","PPrel","inhibition"
"94","hsa:596","hsa:581","PPrel","inhibition"
