"","from","to","type","subtype"
"2","hsa:898","hsa:5925","PPrel","activation"
"21","hsa:898","hsa:5925","PPrel","phosphorylation"
"3","hsa:9134","hsa:5925","PPrel","activation"
"4","hsa:9134","hsa:5925","PPrel","phosphorylation"
"5","hsa:1017","hsa:5925","PPrel","activation"
"6","hsa:1017","hsa:5925","PPrel","phosphorylation"
"7","hsa:595","hsa:5925","PPrel","activation"
"8","hsa:595","hsa:5925","PPrel","phosphorylation"
"9","hsa:3688","hsa:5747","PPrel","activation"
"10","hsa:3655","hsa:5747","PPrel","activation"
"11","hsa:3673","hsa:5747","PPrel","activation"
"12","hsa:3674","hsa:5747","PPrel","activation"
"13","hsa:3675","hsa:5747","PPrel","activation"
"14","hsa:3685","hsa:5747","PPrel","activation"
"15","hsa:7709","hsa:1030","GErel","expression"
"16","hsa:1027","hsa:898","PPrel","inhibition"
"17","hsa:1027","hsa:9134","PPrel","inhibition"
"18","hsa:1027","hsa:1017","PPrel","inhibition"
"19","hsa:10000","hsa:1147","PPrel","activation"
"20","hsa:10000","hsa:1147","PPrel","phosphorylation"
"211","hsa:10000","hsa:3551","PPrel","activation"
"22","hsa:10000","hsa:3551","PPrel","phosphorylation"
"23","hsa:10000","hsa:8517","PPrel","activation"
"24","hsa:10000","hsa:8517","PPrel","phosphorylation"
"25","hsa:207","hsa:1147","PPrel","activation"
"26","hsa:207","hsa:1147","PPrel","phosphorylation"
"27","hsa:207","hsa:3551","PPrel","activation"
"28","hsa:207","hsa:3551","PPrel","phosphorylation"
"29","hsa:207","hsa:8517","PPrel","activation"
"30","hsa:207","hsa:8517","PPrel","phosphorylation"
"31","hsa:208","hsa:1147","PPrel","activation"
"32","hsa:208","hsa:1147","PPrel","phosphorylation"
"33","hsa:208","hsa:3551","PPrel","activation"
"34","hsa:208","hsa:3551","PPrel","phosphorylation"
"35","hsa:208","hsa:8517","PPrel","activation"
"36","hsa:208","hsa:8517","PPrel","phosphorylation"
"38","hsa:1164","hsa:6502","PPrel","activation"
"39","hsa:842","hsa:836","PPrel","missing interaction"
"40","hsa:317","hsa:842","PPrel","missing interaction"
"41","hsa:4149","hsa:1019","GErel","expression"
"42","hsa:4149","hsa:1021","GErel","expression"
"43","hsa:4149","hsa:595","GErel","expression"
"45","hsa:4149","hsa:1164","GErel","expression"
"46","hsa:4149","hsa:7709","PPrel","inhibition"
"47","hsa:4609","hsa:1019","GErel","expression"
"48","hsa:4609","hsa:1021","GErel","expression"
"49","hsa:4609","hsa:595","GErel","expression"
"51","hsa:4609","hsa:1164","GErel","expression"
"52","hsa:4609","hsa:7709","PPrel","inhibition"
"53","hsa:5290","hsa:10000","PPrel","compound"
"54","hsa:5290","hsa:207","PPrel","compound"
"55","hsa:5290","hsa:208","PPrel","compound"
"56","hsa:5291","hsa:10000","PPrel","compound"
