"","from","to","type","subtype"
"2","hsa:50855","hsa:2932","PPrel","inhibition"
"21","hsa:50855","hsa:2932","PPrel","phosphorylation"
"3","hsa:84552","hsa:2932","PPrel","inhibition"
"4","hsa:84552","hsa:2932","PPrel","phosphorylation"
"5","hsa:84612","hsa:2932","PPrel","inhibition"
"6","hsa:84612","hsa:2932","PPrel","phosphorylation"
"7","hsa:56288","hsa:2932","PPrel","inhibition"
"8","hsa:56288","hsa:2932","PPrel","phosphorylation"
"9","hsa:56288","hsa:5590","PPrel","binding/association"
"10","hsa:56288","hsa:50855","PPrel","binding/association"
"11","hsa:56288","hsa:84552","PPrel","binding/association"
"12","hsa:56288","hsa:84612","PPrel","binding/association"
"13","hsa:7852","hsa:2770","PPrel","activation"
"14","hsa:7852","hsa:2771","PPrel","activation"
"15","hsa:7852","hsa:2773","PPrel","activation"
"16","hsa:5879","hsa:10298","PPrel","activation"
"18","hsa:5879","hsa:5058","PPrel","activation"
"19","hsa:5879","hsa:5062","PPrel","activation"
"20","hsa:5879","hsa:5063","PPrel","activation"
"211","hsa:5879","hsa:56924","PPrel","activation"
"23","hsa:5879","hsa:22885","PPrel","activation"
"24","hsa:5879","hsa:3983","PPrel","activation"
"25","hsa:5879","hsa:84448","PPrel","activation"
"36","hsa:5881","hsa:10298","PPrel","activation"
"38","hsa:5881","hsa:5058","PPrel","activation"
"39","hsa:5881","hsa:5062","PPrel","activation"
"40","hsa:5881","hsa:5063","PPrel","activation"
"41","hsa:5881","hsa:56924","PPrel","activation"
"43","hsa:5881","hsa:22885","PPrel","activation"
"44","hsa:5881","hsa:3983","PPrel","activation"
"45","hsa:5881","hsa:84448","PPrel","activation"
"46","hsa:1630","hsa:5335","PPrel","activation"
"47","hsa:1630","hsa:5336","PPrel","activation"
"48","hsa:1630","hsa:5747","PPrel","activation"
"49","hsa:1630","hsa:5747","PPrel","phosphorylation"
"51","hsa:5530","hsa:54434","PPrel","activation"
"52","hsa:5530","hsa:54961","PPrel","activation"
"53","hsa:5530","hsa:85464","PPrel","activation"
"54","hsa:5530","hsa:4773","PPrel","activation"
"55","hsa:5530","hsa:4773","PPrel","dephosphorylation"
"56","hsa:5530","hsa:4775","PPrel","activation"
"57","hsa:5530","hsa:4775","PPrel","dephosphorylation"
"58","hsa:5530","hsa:4776","PPrel","activation"
"59","hsa:5530","hsa:4776","PPrel","dephosphorylation"
"60","hsa:5532","hsa:54434","PPrel","activation"
"61","hsa:5532","hsa:54961","PPrel","activation"
"62","hsa:5532","hsa:85464","PPrel","activation"
"63","hsa:5532","hsa:4773","PPrel","activation"
"64","hsa:5532","hsa:4773","PPrel","dephosphorylation"
"65","hsa:5532","hsa:4775","PPrel","activation"
"66","hsa:5532","hsa:4775","PPrel","dephosphorylation"
"67","hsa:5532","hsa:4776","PPrel","activation"
"68","hsa:5532","hsa:4776","PPrel","dephosphorylation"
"69","hsa:5533","hsa:54434","PPrel","activation"
"70","hsa:5533","hsa:54961","PPrel","activation"
"71","hsa:5533","hsa:85464","PPrel","activation"
"72","hsa:5533","hsa:4773","PPrel","activation"
"73","hsa:5533","hsa:4773","PPrel","dephosphorylation"
"74","hsa:5533","hsa:4775","PPrel","activation"
"75","hsa:5533","hsa:4775","PPrel","dephosphorylation"
"76","hsa:5533","hsa:4776","PPrel","activation"
