"","from","to","type","subtype"
"14","hsa:2212","hsa:5579","ECrel","compound"
"15","hsa:2212","hsa:5579","ECrel","activation"
"16","hsa:2212","hsa:5579","ECrel","indirect effect"
"17","hsa:2212","hsa:1432","PPrel","activation"
"18","hsa:2212","hsa:1432","PPrel","indirect effect"
"19","hsa:2212","hsa:5600","PPrel","activation"
"20","hsa:2212","hsa:5600","PPrel","indirect effect"
"21","hsa:2212","hsa:5603","PPrel","activation"
"22","hsa:2212","hsa:5603","PPrel","indirect effect"
"23","hsa:2212","hsa:6300","PPrel","activation"
"24","hsa:2212","hsa:6300","PPrel","indirect effect"
"25","hsa:2212","hsa:5743","PPrel","activation"
"26","hsa:2212","hsa:5743","PPrel","indirect effect"
"27","hsa:2214","hsa:5579","ECrel","compound"
"28","hsa:2214","hsa:5579","ECrel","activation"
"29","hsa:2214","hsa:5579","ECrel","indirect effect"
"30","hsa:2214","hsa:1432","PPrel","activation"
"31","hsa:2214","hsa:1432","PPrel","indirect effect"
"32","hsa:2214","hsa:5600","PPrel","activation"
"33","hsa:2214","hsa:5600","PPrel","indirect effect"
"34","hsa:2214","hsa:5603","PPrel","activation"
"35","hsa:2214","hsa:5603","PPrel","indirect effect"
"36","hsa:2214","hsa:6300","PPrel","activation"
"37","hsa:2214","hsa:6300","PPrel","indirect effect"
"38","hsa:2214","hsa:5743","PPrel","activation"
"39","hsa:2214","hsa:5743","PPrel","indirect effect"
"66","hsa:718","hsa:1378","PPrel","binding/association"
"67","hsa:718","hsa:1379","PPrel","binding/association"
"68","hsa:718","hsa:3684","PPrel","binding/association"
"69","hsa:718","hsa:3689","PPrel","binding/association"
"70","hsa:5579","hsa:5594","PPrel","activation"
"71","hsa:5579","hsa:5594","PPrel","phosphorylation"
"72","hsa:5579","hsa:5595","PPrel","activation"
"73","hsa:5579","hsa:5595","PPrel","phosphorylation"
"74","hsa:5579","hsa:4688","PPrel","activation"
"75","hsa:5579","hsa:4689","PPrel","activation"
"79","hsa:1378","hsa:5743","PPrel","activation"
"80","hsa:1378","hsa:5743","PPrel","indirect effect"
"81","hsa:1379","hsa:5743","PPrel","activation"
"82","hsa:1379","hsa:5743","PPrel","indirect effect"
"83","hsa:3684","hsa:5743","PPrel","activation"
"84","hsa:3684","hsa:5743","PPrel","indirect effect"
"85","hsa:3689","hsa:5743","PPrel","activation"
"86","hsa:3689","hsa:5743","PPrel","indirect effect"
"87","hsa:3458","hsa:3459","PPrel","binding/association"
"88","hsa:3458","hsa:3460","PPrel","binding/association"
"89","hsa:3716","hsa:6772","PPrel","activation"
"90","hsa:3716","hsa:6772","PPrel","phosphorylation"
"91","hsa:3717","hsa:6772","PPrel","activation"
"92","hsa:3717","hsa:6772","PPrel","phosphorylation"
"93","hsa:6772","hsa:4843","GErel","expression"
"94","hsa:6772","hsa:3592","GErel","expression"
"95","hsa:6772","hsa:3593","GErel","expression"
"97","hsa:6772","hsa:3109","GErel","expression"
"98","hsa:6772","hsa:3111","GErel","expression"
"99","hsa:6772","hsa:3112","GErel","expression"
"100","hsa:6772","hsa:3113","GErel","expression"
"101","hsa:6772","hsa:3115","GErel","expression"
"102","hsa:6772","hsa:3117","GErel","expression"
"103","hsa:6772","hsa:3118","GErel","expression"
"104","hsa:6772","hsa:3119","GErel","expression"
"105","hsa:6772","hsa:3122","GErel","expression"
"106","hsa:6772","hsa:3123","GErel","expression"
"109","hsa:6772","hsa:3127","GErel","expression"
"110","hsa:7097","hsa:4615","PPrel","activation"
"111","hsa:7097","hsa:4843","PPrel","activation"
"112","hsa:7097","hsa:4843","PPrel","indirect effect"
"113","hsa:7099","hsa:4615","PPrel","activation"
"114","hsa:7099","hsa:4843","PPrel","activation"
"115","hsa:7099","hsa:4843","PPrel","indirect effect"
"116","hsa:4615","hsa:3654","PPrel","activation"
"117","hsa:4615","hsa:51135","PPrel","activation"
"118","hsa:4792","hsa:4790","PPrel","dissociation"
"119","hsa:4792","hsa:5970","PPrel","dissociation"
"120","hsa:4793","hsa:4790","PPrel","dissociation"
"121","hsa:4793","hsa:5970","PPrel","dissociation"
"122","hsa:4790","hsa:3552","GErel","expression"
"123","hsa:4790","hsa:3553","GErel","expression"
"124","hsa:4790","hsa:3592","GErel","expression"
"125","hsa:4790","hsa:3593","GErel","expression"
"126","hsa:4790","hsa:7124","GErel","expression"
"127","hsa:5970","hsa:3552","GErel","expression"
"128","hsa:5970","hsa:3553","GErel","expression"
"129","hsa:5970","hsa:3592","GErel","expression"
"130","hsa:5970","hsa:3593","GErel","expression"
"131","hsa:5970","hsa:7124","GErel","expression"
"132","hsa:3565","hsa:4843","PPrel","inhibition"
"133","hsa:3565","hsa:4843","PPrel","indirect effect"
"134","hsa:3586","hsa:4843","PPrel","inhibition"
"135","hsa:3586","hsa:4843","PPrel","indirect effect"
"136","hsa:7040","hsa:4843","PPrel","inhibition"
"137","hsa:7040","hsa:4843","PPrel","indirect effect"
"138","hsa:7042","hsa:4843","PPrel","inhibition"
"139","hsa:7042","hsa:4843","PPrel","indirect effect"
"140","hsa:7043","hsa:4843","PPrel","inhibition"
"141","hsa:7043","hsa:4843","PPrel","indirect effect"
"142","hsa:5777","hsa:5594","PPrel","inhibition"
"143","hsa:5777","hsa:5594","PPrel","dephosphorylation"
"144","hsa:5777","hsa:5595","PPrel","inhibition"
"145","hsa:5777","hsa:5595","PPrel","dephosphorylation"
"146","hsa:5777","hsa:3716","PPrel","inhibition"
"147","hsa:5777","hsa:3716","PPrel","dephosphorylation"
"148","hsa:5777","hsa:3717","PPrel","inhibition"
"149","hsa:5777","hsa:3717","PPrel","dephosphorylation"
"150","hsa:1915","hsa:5777","PPrel","activation"
