"","from","to","type","subtype"
"5","hsa:10673","hsa:23495","PPrel","activation"
"6","hsa:10673","hsa:23495","PPrel","binding/association"
"7","hsa:10673","hsa:608","PPrel","activation"
"8","hsa:10673","hsa:608","PPrel","binding/association"
"9","hsa:10673","hsa:115650","PPrel","activation"
"10","hsa:10673","hsa:115650","PPrel","binding/association"
"11","hsa:959","hsa:958","PPrel","activation"
"12","hsa:959","hsa:958","PPrel","binding/association"
"13","hsa:941","hsa:940","PPrel","activation"
"14","hsa:941","hsa:940","PPrel","binding/association"
"15","hsa:942","hsa:940","PPrel","activation"
"16","hsa:942","hsa:940","PPrel","binding/association"
"17","hsa:56477","hsa:2826","PPrel","binding/association"
"18","hsa:3600","hsa:3601","PPrel","binding/association"
"19","hsa:8174","hsa:3676","PPrel","binding/association"
"20","hsa:8174","hsa:3695","PPrel","binding/association"
"21","hsa:6387","hsa:7852","PPrel","binding/association"
"23","hsa:6370","hsa:10803","PPrel","binding/association"
"24","hsa:4055","hsa:9020","PPrel","activation"
"27","hsa:23308","hsa:29851","PPrel","activation"
"28","hsa:23308","hsa:29851","PPrel","binding/association"
