"","from","to","type","subtype"
"2","hsa:10841","hsa:144193","ECrel","compound"
"21","hsa:144193","hsa:131669","ECrel","compound"
"3","hsa:131669","hsa:3034","ECrel","compound"
"4","hsa:3034","hsa:57571","ECrel","compound"
"5","hsa:3034","hsa:55748","ECrel","compound"
"6","hsa:3034","hsa:84735","ECrel","compound"
"7","hsa:3034","hsa:3067","ECrel","compound"
"11","hsa:55748","hsa:3067","ECrel","compound"
"12","hsa:57571","hsa:3067","ECrel","compound"
"13","hsa:57571","hsa:84735","ECrel","compound"
"14","hsa:57571","hsa:55748","ECrel","compound"
"20","hsa:4128","hsa:3176","ECrel","compound"
"211","hsa:4128","hsa:218","ECrel","compound"
"22","hsa:4128","hsa:221","ECrel","compound"
"23","hsa:4128","hsa:222","ECrel","compound"
"24","hsa:4129","hsa:3176","ECrel","compound"
"25","hsa:4129","hsa:218","ECrel","compound"
"26","hsa:4129","hsa:221","ECrel","compound"
"27","hsa:4129","hsa:222","ECrel","compound"
"29","hsa:3067","hsa:84735","ECrel","compound"
"31","hsa:3067","hsa:3176","ECrel","compound"
