"","from","to","type","subtype"
"2","hsa:6482","hsa:81849","ECrel","compound"
"21","hsa:6482","hsa:30815","ECrel","compound"
"3","hsa:6482","hsa:8705","ECrel","compound"
"4","hsa:6482","hsa:29906","ECrel","compound"
"5","hsa:6483","hsa:81849","ECrel","compound"
"6","hsa:6483","hsa:30815","ECrel","compound"
"7","hsa:6483","hsa:8705","ECrel","compound"
"8","hsa:6483","hsa:29906","ECrel","compound"
"9","hsa:2720","hsa:2583","ECrel","compound"
"11","hsa:2720","hsa:3074","ECrel","compound"
"12","hsa:2720","hsa:6482","ECrel","compound"
"13","hsa:2720","hsa:6483","ECrel","compound"
"17","hsa:3074","hsa:8869","ECrel","compound"
"19","hsa:3074","hsa:8705","ECrel","compound"
"25","hsa:29906","hsa:9197","ECrel","compound"
"26","hsa:29906","hsa:2583","ECrel","compound"
"27","hsa:29906","hsa:6482","ECrel","compound"
"28","hsa:29906","hsa:6483","ECrel","compound"
"29","hsa:29906","hsa:256435","ECrel","compound"
"30","hsa:29906","hsa:27090","ECrel","compound"
"31","hsa:29906","hsa:81849","ECrel","compound"
"32","hsa:29906","hsa:30815","ECrel","compound"
"33","hsa:9197","hsa:2583","ECrel","compound"
"34","hsa:8705","hsa:6482","ECrel","compound"
"35","hsa:8705","hsa:6483","ECrel","compound"
"36","hsa:8705","hsa:2583","ECrel","compound"
"37","hsa:2583","hsa:8705","ECrel","compound"
"38","hsa:30815","hsa:6482","ECrel","compound"
"39","hsa:30815","hsa:6483","ECrel","compound"
"40","hsa:30815","hsa:29906","ECrel","compound"
"41","hsa:256435","hsa:6482","ECrel","compound"
"42","hsa:256435","hsa:6483","ECrel","compound"
"43","hsa:27090","hsa:6482","ECrel","compound"
"44","hsa:27090","hsa:6483","ECrel","compound"
"45","hsa:8869","hsa:2583","ECrel","compound"
