"","from","to","type","subtype"
"2","hsa:2214","hsa:6850","PPrel","binding/association"
"21","hsa:2214","hsa:1398","PPrel","binding/association"
"3","hsa:2214","hsa:1398","PPrel","indirect effect"
"4","hsa:2214","hsa:1399","PPrel","binding/association"
"5","hsa:2214","hsa:1399","PPrel","indirect effect"
"11","hsa:2213","hsa:3635","PPrel","binding/association"
"12","hsa:2213","hsa:3636","PPrel","binding/association"
"13","hsa:2212","hsa:6850","PPrel","binding/association"
"14","hsa:2212","hsa:1398","PPrel","binding/association"
"15","hsa:2212","hsa:1398","PPrel","indirect effect"
"16","hsa:2212","hsa:1399","PPrel","binding/association"
"17","hsa:2212","hsa:1399","PPrel","indirect effect"
"25","hsa:3055","hsa:2212","PPrel","activation"
"26","hsa:3055","hsa:2212","PPrel","phosphorylation"
"27","hsa:3055","hsa:2214","PPrel","activation"
"28","hsa:3055","hsa:2214","PPrel","phosphorylation"
"31","hsa:3055","hsa:9846","PPrel","activation"
"32","hsa:3055","hsa:9846","PPrel","phosphorylation"
"35","hsa:4067","hsa:2212","PPrel","activation"
"36","hsa:4067","hsa:2212","PPrel","phosphorylation"
"37","hsa:4067","hsa:2214","PPrel","activation"
"38","hsa:4067","hsa:2214","PPrel","phosphorylation"
"41","hsa:4067","hsa:9846","PPrel","activation"
"42","hsa:4067","hsa:9846","PPrel","phosphorylation"
"43","hsa:6850","hsa:5290","PPrel","activation"
"44","hsa:6850","hsa:5290","PPrel","phosphorylation"
"45","hsa:6850","hsa:5291","PPrel","activation"
"46","hsa:6850","hsa:5291","PPrel","phosphorylation"
"47","hsa:6850","hsa:5293","PPrel","activation"
"48","hsa:6850","hsa:5293","PPrel","phosphorylation"
"49","hsa:6850","hsa:5295","PPrel","activation"
"50","hsa:6850","hsa:5295","PPrel","phosphorylation"
"51","hsa:6850","hsa:5296","PPrel","activation"
"52","hsa:6850","hsa:5296","PPrel","phosphorylation"
"53","hsa:6850","hsa:8503","PPrel","activation"
"54","hsa:6850","hsa:8503","PPrel","phosphorylation"
"55","hsa:6850","hsa:5337","PPrel","activation"
"56","hsa:6850","hsa:5337","PPrel","indirect effect"
"57","hsa:6850","hsa:5338","PPrel","activation"
"58","hsa:6850","hsa:5338","PPrel","indirect effect"
"59","hsa:6850","hsa:382","PPrel","activation"
"60","hsa:6850","hsa:382","PPrel","indirect effect"
"61","hsa:6850","hsa:10451","PPrel","activation"
"62","hsa:6850","hsa:10451","PPrel","indirect effect"
"63","hsa:6850","hsa:7409","PPrel","activation"
"64","hsa:6850","hsa:7409","PPrel","indirect effect"
"67","hsa:6850","hsa:5335","PPrel","activation"
"68","hsa:6850","hsa:5335","PPrel","phosphorylation"
"69","hsa:6850","hsa:5336","PPrel","activation"
"70","hsa:6850","hsa:5336","PPrel","phosphorylation"
"71","hsa:5788","hsa:3055","PPrel","activation"
"72","hsa:5788","hsa:3055","PPrel","dephosphorylation"
"73","hsa:5788","hsa:4067","PPrel","activation"
"74","hsa:5788","hsa:4067","PPrel","dephosphorylation"
"83","hsa:5290","hsa:5335","PPrel","activation"
"84","hsa:5290","hsa:5335","PPrel","binding/association"
"85","hsa:5290","hsa:5336","PPrel","activation"
"86","hsa:5290","hsa:5336","PPrel","binding/association"
"87","hsa:5290","hsa:1785","PPrel","activation"
"88","hsa:5290","hsa:1785","PPrel","indirect effect"
"89","hsa:5290","hsa:273","PPrel","activation"
"90","hsa:5290","hsa:273","PPrel","indirect effect"
"91","hsa:5290","hsa:274","PPrel","activation"
"92","hsa:5290","hsa:274","PPrel","indirect effect"
"93","hsa:5291","hsa:5335","PPrel","activation"
"94","hsa:5291","hsa:5335","PPrel","binding/association"
"95","hsa:5291","hsa:5336","PPrel","activation"
"96","hsa:5291","hsa:5336","PPrel","binding/association"
"97","hsa:5291","hsa:1785","PPrel","activation"
"98","hsa:5291","hsa:1785","PPrel","indirect effect"
"99","hsa:5291","hsa:273","PPrel","activation"
"100","hsa:5291","hsa:273","PPrel","indirect effect"
"101","hsa:5291","hsa:274","PPrel","activation"
"102","hsa:5291","hsa:274","PPrel","indirect effect"
"103","hsa:5293","hsa:5335","PPrel","activation"
"104","hsa:5293","hsa:5335","PPrel","binding/association"
"105","hsa:5293","hsa:5336","PPrel","activation"
"106","hsa:5293","hsa:5336","PPrel","binding/association"
"107","hsa:5293","hsa:1785","PPrel","activation"
"108","hsa:5293","hsa:1785","PPrel","indirect effect"
"109","hsa:5293","hsa:273","PPrel","activation"
"110","hsa:5293","hsa:273","PPrel","indirect effect"
"111","hsa:5293","hsa:274","PPrel","activation"
"112","hsa:5293","hsa:274","PPrel","indirect effect"
"113","hsa:5295","hsa:5335","PPrel","activation"
"114","hsa:5295","hsa:5335","PPrel","binding/association"
"115","hsa:5295","hsa:5336","PPrel","activation"
"116","hsa:5295","hsa:5336","PPrel","binding/association"
"117","hsa:5295","hsa:1785","PPrel","activation"
"118","hsa:5295","hsa:1785","PPrel","indirect effect"
"119","hsa:5295","hsa:273","PPrel","activation"
"120","hsa:5295","hsa:273","PPrel","indirect effect"
"121","hsa:5295","hsa:274","PPrel","activation"
"122","hsa:5295","hsa:274","PPrel","indirect effect"
"123","hsa:5296","hsa:5335","PPrel","activation"
"124","hsa:5296","hsa:5335","PPrel","binding/association"
"125","hsa:5296","hsa:5336","PPrel","activation"
"126","hsa:5296","hsa:5336","PPrel","binding/association"
"127","hsa:5296","hsa:1785","PPrel","activation"
"128","hsa:5296","hsa:1785","PPrel","indirect effect"
"129","hsa:5296","hsa:273","PPrel","activation"
