"","from","to","type","subtype"
"2","hsa:1432","hsa:2919","GErel","expression"
"3","hsa:1432","hsa:2920","GErel","expression"
"4","hsa:1432","hsa:2921","GErel","expression"
"6","hsa:5600","hsa:2919","GErel","expression"
"7","hsa:5600","hsa:2920","GErel","expression"
"8","hsa:5600","hsa:2921","GErel","expression"
"10","hsa:5603","hsa:2919","GErel","expression"
"11","hsa:5603","hsa:2920","GErel","expression"
"12","hsa:5603","hsa:2921","GErel","expression"
"14","hsa:6300","hsa:2919","GErel","expression"
"15","hsa:6300","hsa:2920","GErel","expression"
"16","hsa:6300","hsa:2921","GErel","expression"
"18","hsa:3725","hsa:2919","GErel","expression"
"19","hsa:3725","hsa:2920","GErel","expression"
"20","hsa:3725","hsa:2921","GErel","expression"
"21","hsa:5599","hsa:3725","PPrel","activation"
"22","hsa:5601","hsa:3725","PPrel","activation"
"23","hsa:5602","hsa:3725","PPrel","activation"
"24","hsa:6416","hsa:5599","PPrel","activation"
"25","hsa:6416","hsa:5599","PPrel","phosphorylation"
"26","hsa:6416","hsa:5601","PPrel","activation"
"27","hsa:6416","hsa:5601","PPrel","phosphorylation"
"28","hsa:6416","hsa:5602","PPrel","activation"
"29","hsa:6416","hsa:5602","PPrel","phosphorylation"
"30","hsa:1147","hsa:4792","PPrel","activation"
"31","hsa:1147","hsa:4792","PPrel","phosphorylation"
"32","hsa:3551","hsa:4792","PPrel","activation"
"33","hsa:3551","hsa:4792","PPrel","phosphorylation"
"34","hsa:4792","hsa:4790","PPrel","dissociation"
"35","hsa:4792","hsa:5970","PPrel","dissociation"
"36","hsa:5058","hsa:9020","PPrel","activation"
"37","hsa:5058","hsa:6416","PPrel","indirect effect"
"38","hsa:5058","hsa:6416","PPrel","phosphorylation"
"39","hsa:4790","hsa:6352","GErel","expression"
"40","hsa:4790","hsa:2919","GErel","expression"
"41","hsa:4790","hsa:2920","GErel","expression"
"42","hsa:4790","hsa:2921","GErel","expression"
"44","hsa:5970","hsa:6352","GErel","expression"
"45","hsa:5970","hsa:2919","GErel","expression"
"46","hsa:5970","hsa:2920","GErel","expression"
"47","hsa:5970","hsa:2921","GErel","expression"
"51","hsa:9020","hsa:1147","PPrel","activation"
"52","hsa:9020","hsa:1147","PPrel","phosphorylation"
"53","hsa:9020","hsa:8517","PPrel","activation"
"54","hsa:9020","hsa:8517","PPrel","phosphorylation"
"55","hsa:9020","hsa:3551","PPrel","activation"
"56","hsa:9020","hsa:3551","PPrel","phosphorylation"
"57","hsa:150084","hsa:7082","PPrel","binding/association"
"58","hsa:50848","hsa:7082","PPrel","binding/association"
"59","hsa:58494","hsa:7082","PPrel","binding/association"
"60","hsa:83700","hsa:7082","PPrel","binding/association"
"61","hsa:6868","hsa:1839","PPrel","activation"
"62","hsa:1839","hsa:1956","PPrel","activation"
"63","hsa:102","hsa:1839","PPrel","activation"
"64","hsa:3577","hsa:102","PPrel","indirect effect"
"65","hsa:3579","hsa:102","PPrel","indirect effect"
"66","hsa:1445","hsa:4067","PPrel","inhibition"
"67","hsa:1445","hsa:6714","PPrel","inhibition"
"68","hsa:5803","hsa:28964","PPrel","phosphorylation"
"69","hsa:5803","hsa:28964","PPrel","indirect effect"
"70","hsa:10392","hsa:4790","PPrel","indirect effect"
"71","hsa:10392","hsa:5970","PPrel","indirect effect"
