"","from","to","type","subtype"
"2","hsa:1630","hsa:842","PPrel","missing interaction"
"21","hsa:1630","hsa:26060","PPrel","missing interaction"
"3","hsa:836","hsa:1630","PPrel","activation"
"4","hsa:842","hsa:836","PPrel","activation"
"5","hsa:842","hsa:840","PPrel","activation"
"6","hsa:1499","hsa:51176","PPrel","activation"
"7","hsa:1499","hsa:6932","PPrel","activation"
"8","hsa:1499","hsa:6934","PPrel","activation"
"9","hsa:1499","hsa:83439","PPrel","activation"
"10","hsa:51384","hsa:11211","PPrel","activation"
"11","hsa:51384","hsa:2535","PPrel","activation"
"12","hsa:51384","hsa:7855","PPrel","activation"
"13","hsa:51384","hsa:7976","PPrel","activation"
"14","hsa:51384","hsa:8321","PPrel","activation"
"15","hsa:51384","hsa:8322","PPrel","activation"
"16","hsa:51384","hsa:8323","PPrel","activation"
"17","hsa:51384","hsa:8324","PPrel","activation"
"18","hsa:51384","hsa:8325","PPrel","activation"
"19","hsa:51384","hsa:8326","PPrel","activation"
"20","hsa:51384","hsa:4040","PPrel","activation"
"211","hsa:51384","hsa:4041","PPrel","activation"
"22","hsa:54361","hsa:11211","PPrel","activation"
"23","hsa:54361","hsa:2535","PPrel","activation"
"24","hsa:54361","hsa:7855","PPrel","activation"
"25","hsa:54361","hsa:7976","PPrel","activation"
"26","hsa:54361","hsa:8321","PPrel","activation"
"27","hsa:54361","hsa:8322","PPrel","activation"
"28","hsa:54361","hsa:8323","PPrel","activation"
"29","hsa:54361","hsa:8324","PPrel","activation"
"30","hsa:54361","hsa:8325","PPrel","activation"
"31","hsa:54361","hsa:8326","PPrel","activation"
"32","hsa:54361","hsa:4040","PPrel","activation"
"33","hsa:54361","hsa:4041","PPrel","activation"
"34","hsa:7471","hsa:11211","PPrel","activation"
"35","hsa:7471","hsa:2535","PPrel","activation"
"36","hsa:7471","hsa:7855","PPrel","activation"
"37","hsa:7471","hsa:7976","PPrel","activation"
"38","hsa:7471","hsa:8321","PPrel","activation"
"39","hsa:7471","hsa:8322","PPrel","activation"
"40","hsa:7471","hsa:8323","PPrel","activation"
"41","hsa:7471","hsa:8324","PPrel","activation"
"42","hsa:7471","hsa:8325","PPrel","activation"
"43","hsa:7471","hsa:8326","PPrel","activation"
"44","hsa:7471","hsa:4040","PPrel","activation"
"45","hsa:7471","hsa:4041","PPrel","activation"
"46","hsa:7472","hsa:11211","PPrel","activation"
"47","hsa:7472","hsa:2535","PPrel","activation"
"48","hsa:7472","hsa:7855","PPrel","activation"
"49","hsa:7472","hsa:7976","PPrel","activation"
"50","hsa:7472","hsa:8321","PPrel","activation"
"51","hsa:7472","hsa:8322","PPrel","activation"
"52","hsa:7472","hsa:8323","PPrel","activation"
"53","hsa:7472","hsa:8324","PPrel","activation"
"54","hsa:7472","hsa:8325","PPrel","activation"
"55","hsa:7472","hsa:8326","PPrel","activation"
"56","hsa:7472","hsa:4040","PPrel","activation"
"57","hsa:7472","hsa:4041","PPrel","activation"
"58","hsa:7473","hsa:11211","PPrel","activation"
"59","hsa:7473","hsa:2535","PPrel","activation"
"60","hsa:7473","hsa:7855","PPrel","activation"
"61","hsa:7473","hsa:7976","PPrel","activation"
"62","hsa:7473","hsa:8321","PPrel","activation"
"63","hsa:7473","hsa:8322","PPrel","activation"
"64","hsa:7473","hsa:8323","PPrel","activation"
"65","hsa:7473","hsa:8324","PPrel","activation"
"66","hsa:7473","hsa:8325","PPrel","activation"
"67","hsa:7473","hsa:8326","PPrel","activation"
"68","hsa:7473","hsa:4040","PPrel","activation"
"69","hsa:7473","hsa:4041","PPrel","activation"
"70","hsa:7474","hsa:11211","PPrel","activation"
"71","hsa:7474","hsa:2535","PPrel","activation"
"72","hsa:7474","hsa:7855","PPrel","activation"
"73","hsa:7474","hsa:7976","PPrel","activation"
"74","hsa:7474","hsa:8321","PPrel","activation"
"75","hsa:7474","hsa:8322","PPrel","activation"
"76","hsa:7474","hsa:8323","PPrel","activation"
"77","hsa:7474","hsa:8324","PPrel","activation"
"78","hsa:7474","hsa:8325","PPrel","activation"
"79","hsa:7474","hsa:8326","PPrel","activation"
"80","hsa:7474","hsa:4040","PPrel","activation"
"81","hsa:7474","hsa:4041","PPrel","activation"
"82","hsa:7475","hsa:11211","PPrel","activation"
"83","hsa:7475","hsa:2535","PPrel","activation"
"84","hsa:7475","hsa:7855","PPrel","activation"
"85","hsa:7475","hsa:7976","PPrel","activation"
"86","hsa:7475","hsa:8321","PPrel","activation"
"87","hsa:7475","hsa:8322","PPrel","activation"
"88","hsa:7475","hsa:8323","PPrel","activation"
"89","hsa:7475","hsa:8324","PPrel","activation"
"90","hsa:7475","hsa:8325","PPrel","activation"
"91","hsa:7475","hsa:8326","PPrel","activation"
"92","hsa:7475","hsa:4040","PPrel","activation"
"93","hsa:7475","hsa:4041","PPrel","activation"
"94","hsa:7476","hsa:11211","PPrel","activation"
"95","hsa:7476","hsa:2535","PPrel","activation"
"96","hsa:7476","hsa:7855","PPrel","activation"
"97","hsa:7476","hsa:7976","PPrel","activation"
"98","hsa:7476","hsa:8321","PPrel","activation"
"99","hsa:7476","hsa:8322","PPrel","activation"
"100","hsa:7476","hsa:8323","PPrel","activation"
"101","hsa:7476","hsa:8324","PPrel","activation"
"102","hsa:7476","hsa:8325","PPrel","activation"
"103","hsa:7476","hsa:8326","PPrel","activation"
"104","hsa:7476","hsa:4040","PPrel","activation"
"105","hsa:7476","hsa:4041","PPrel","activation"
"106","hsa:7477","hsa:11211","PPrel","activation"
"107","hsa:7477","hsa:2535","PPrel","activation"
"108","hsa:7477","hsa:7855","PPrel","activation"
"109","hsa:7477","hsa:7976","PPrel","activation"
"110","hsa:7477","hsa:8321","PPrel","activation"
"111","hsa:7477","hsa:8322","PPrel","activation"
"112","hsa:7477","hsa:8323","PPrel","activation"
"113","hsa:7477","hsa:8324","PPrel","activation"
"114","hsa:7477","hsa:8325","PPrel","activation"
"115","hsa:7477","hsa:8326","PPrel","activation"
"116","hsa:7477","hsa:4040","PPrel","activation"
"117","hsa:7477","hsa:4041","PPrel","activation"
"118","hsa:7478","hsa:11211","PPrel","activation"
"119","hsa:7478","hsa:2535","PPrel","activation"
"120","hsa:7478","hsa:7855","PPrel","activation"
"121","hsa:7478","hsa:7976","PPrel","activation"
"122","hsa:7478","hsa:8321","PPrel","activation"
"123","hsa:7478","hsa:8322","PPrel","activation"
"124","hsa:7478","hsa:8323","PPrel","activation"
"125","hsa:7478","hsa:8324","PPrel","activation"
"126","hsa:7478","hsa:8325","PPrel","activation"
"127","hsa:7478","hsa:8326","PPrel","activation"
"128","hsa:7478","hsa:4040","PPrel","activation"
"129","hsa:7478","hsa:4041","PPrel","activation"
"130","hsa:7479","hsa:11211","PPrel","activation"
"131","hsa:7479","hsa:2535","PPrel","activation"
"132","hsa:7479","hsa:7855","PPrel","activation"
"133","hsa:7479","hsa:7976","PPrel","activation"
"134","hsa:7479","hsa:8321","PPrel","activation"
"135","hsa:7479","hsa:8322","PPrel","activation"
"136","hsa:7479","hsa:8323","PPrel","activation"
"137","hsa:7479","hsa:8324","PPrel","activation"
"138","hsa:7479","hsa:8325","PPrel","activation"
"139","hsa:7479","hsa:8326","PPrel","activation"
"140","hsa:7479","hsa:4040","PPrel","activation"
"141","hsa:7479","hsa:4041","PPrel","activation"
"142","hsa:7480","hsa:11211","PPrel","activation"
"143","hsa:7480","hsa:2535","PPrel","activation"
"144","hsa:7480","hsa:7855","PPrel","activation"
"145","hsa:7480","hsa:7976","PPrel","activation"
"146","hsa:7480","hsa:8321","PPrel","activation"
"147","hsa:7480","hsa:8322","PPrel","activation"
"148","hsa:7480","hsa:8323","PPrel","activation"
"149","hsa:7480","hsa:8324","PPrel","activation"
"150","hsa:7480","hsa:8325","PPrel","activation"
"151","hsa:7480","hsa:8326","PPrel","activation"
"152","hsa:7480","hsa:4040","PPrel","activation"
"153","hsa:7480","hsa:4041","PPrel","activation"
"154","hsa:7481","hsa:11211","PPrel","activation"
"155","hsa:7481","hsa:2535","PPrel","activation"
"156","hsa:7481","hsa:7855","PPrel","activation"
"157","hsa:7481","hsa:7976","PPrel","activation"
"158","hsa:7481","hsa:8321","PPrel","activation"
