"","from","to","type","subtype"
"2","hsa:598","hsa:581","PPrel","inhibition"
"21","hsa:598","hsa:578","PPrel","inhibition"
"3","hsa:472","hsa:7157","PPrel","activation"
"4","hsa:472","hsa:7157","PPrel","phosphorylation"
"5","hsa:7157","hsa:578","GErel","expression"
"6","hsa:7157","hsa:581","GErel","expression"
"8","hsa:7157","hsa:637","GErel","expression"
"9","hsa:7157","hsa:317","GErel","expression"
"10","hsa:7157","hsa:63970","GErel","expression"
"11","hsa:7157","hsa:355","GErel","expression"
"12","hsa:7157","hsa:8795","GErel","expression"
"13","hsa:7157","hsa:8797","GErel","expression"
"14","hsa:7157","hsa:27113","GErel","expression"
"15","hsa:7157","hsa:5366","GErel","expression"
"16","hsa:596","hsa:581","PPrel","inhibition"
"17","hsa:596","hsa:578","PPrel","inhibition"
"18","hsa:329","hsa:842","PPrel","inhibition"
"19","hsa:329","hsa:836","PPrel","inhibition"
"20","hsa:329","hsa:840","PPrel","inhibition"
"211","hsa:330","hsa:842","PPrel","inhibition"
"22","hsa:330","hsa:836","PPrel","inhibition"
"23","hsa:330","hsa:840","PPrel","inhibition"
"24","hsa:331","hsa:842","PPrel","inhibition"
"25","hsa:331","hsa:836","PPrel","inhibition"
"26","hsa:331","hsa:840","PPrel","inhibition"
"27","hsa:332","hsa:842","PPrel","inhibition"
"28","hsa:332","hsa:836","PPrel","inhibition"
"29","hsa:332","hsa:840","PPrel","inhibition"
"30","hsa:842","hsa:10038","PPrel","inhibition"
"31","hsa:842","hsa:10039","PPrel","inhibition"
"32","hsa:842","hsa:142","PPrel","inhibition"
"33","hsa:842","hsa:143","PPrel","inhibition"
"34","hsa:842","hsa:839","PPrel","activation"
"35","hsa:842","hsa:836","PPrel","activation"
"36","hsa:842","hsa:840","PPrel","activation"
"37","hsa:840","hsa:10038","PPrel","inhibition"
"38","hsa:840","hsa:10039","PPrel","inhibition"
"39","hsa:840","hsa:142","PPrel","inhibition"
"40","hsa:840","hsa:143","PPrel","inhibition"
"41","hsa:840","hsa:60","PPrel","inhibition"
"42","hsa:840","hsa:71","PPrel","inhibition"
"43","hsa:836","hsa:6708","PPrel","inhibition"
"44","hsa:836","hsa:6709","PPrel","inhibition"
"45","hsa:836","hsa:10038","PPrel","inhibition"
"46","hsa:836","hsa:10039","PPrel","inhibition"
"47","hsa:836","hsa:142","PPrel","inhibition"
"48","hsa:836","hsa:143","PPrel","inhibition"
"49","hsa:836","hsa:1676","PPrel","inhibition"
"50","hsa:836","hsa:60","PPrel","inhibition"
"51","hsa:836","hsa:71","PPrel","inhibition"
"52","hsa:572","hsa:596","PPrel","inhibition"
"53","hsa:4790","hsa:5783","GErel","expression"
"54","hsa:4790","hsa:8837","GErel","expression"
"55","hsa:4790","hsa:329","GErel","expression"
"56","hsa:4790","hsa:330","GErel","expression"
"57","hsa:4790","hsa:331","GErel","expression"
"58","hsa:4790","hsa:332","GErel","expression"
"59","hsa:4790","hsa:10912","GErel","expression"
"60","hsa:4790","hsa:1647","GErel","expression"
"61","hsa:4790","hsa:4616","GErel","expression"
"62","hsa:4790","hsa:7185","GErel","expression"
"63","hsa:4790","hsa:7186","GErel","expression"
"64","hsa:4790","hsa:598","GErel","expression"
"65","hsa:4790","hsa:597","GErel","expression"
"66","hsa:5970","hsa:5783","GErel","expression"
"67","hsa:5970","hsa:8837","GErel","expression"
"68","hsa:5970","hsa:329","GErel","expression"
"69","hsa:5970","hsa:330","GErel","expression"
"70","hsa:5970","hsa:331","GErel","expression"
"71","hsa:5970","hsa:332","GErel","expression"
"72","hsa:5970","hsa:10912","GErel","expression"
"73","hsa:5970","hsa:1647","GErel","expression"
"74","hsa:5970","hsa:4616","GErel","expression"
"75","hsa:5970","hsa:7185","GErel","expression"
"76","hsa:5970","hsa:7186","GErel","expression"
"77","hsa:5970","hsa:598","GErel","expression"
"78","hsa:5970","hsa:597","GErel","expression"
"79","hsa:839","hsa:4000","PPrel","inhibition"
"80","hsa:839","hsa:4001","PPrel","inhibition"
"81","hsa:839","hsa:84823","PPrel","inhibition"
"82","hsa:839","hsa:60","PPrel","inhibition"
"83","hsa:839","hsa:71","PPrel","inhibition"
"84","hsa:4792","hsa:4790","PPrel","dissociation"
"85","hsa:4792","hsa:5970","PPrel","dissociation"
"86","hsa:317","hsa:842","PPrel","activation"
"89","hsa:841","hsa:839","PPrel","activation"
"90","hsa:841","hsa:836","PPrel","activation"
"91","hsa:841","hsa:840","PPrel","activation"
"92","hsa:841","hsa:637","PPrel","activation"
"93","hsa:843","hsa:637","PPrel","activation"
"94","hsa:823","hsa:100506742","PPrel","activation"
"95","hsa:824","hsa:100506742","PPrel","activation"
"96","hsa:10000","hsa:572","PPrel","inhibition"
"97","hsa:10000","hsa:572","PPrel","phosphorylation"
"98","hsa:10000","hsa:1147","PPrel","activation"
"99","hsa:10000","hsa:1147","PPrel","phosphorylation"
"100","hsa:10000","hsa:3551","PPrel","activation"
"101","hsa:10000","hsa:3551","PPrel","phosphorylation"
"102","hsa:10000","hsa:8517","PPrel","activation"
"103","hsa:10000","hsa:8517","PPrel","phosphorylation"
"104","hsa:207","hsa:572","PPrel","inhibition"
"105","hsa:207","hsa:572","PPrel","phosphorylation"
"106","hsa:207","hsa:1147","PPrel","activation"
"107","hsa:207","hsa:1147","PPrel","phosphorylation"
"108","hsa:207","hsa:3551","PPrel","activation"
"109","hsa:207","hsa:3551","PPrel","phosphorylation"
"110","hsa:207","hsa:8517","PPrel","activation"
"111","hsa:207","hsa:8517","PPrel","phosphorylation"
"112","hsa:208","hsa:572","PPrel","inhibition"
"113","hsa:208","hsa:572","PPrel","phosphorylation"
"114","hsa:208","hsa:1147","PPrel","activation"
"115","hsa:208","hsa:1147","PPrel","phosphorylation"
"116","hsa:208","hsa:3551","PPrel","activation"
"117","hsa:208","hsa:3551","PPrel","phosphorylation"
"118","hsa:208","hsa:8517","PPrel","activation"
"119","hsa:208","hsa:8517","PPrel","phosphorylation"
"120","hsa:9020","hsa:1147","PPrel","activation"
"121","hsa:9020","hsa:1147","PPrel","phosphorylation"
"122","hsa:9020","hsa:3551","PPrel","activation"
"123","hsa:9020","hsa:3551","PPrel","phosphorylation"
"124","hsa:9020","hsa:8517","PPrel","activation"
"125","hsa:9020","hsa:8517","PPrel","phosphorylation"
"126","hsa:1147","hsa:4792","PPrel","activation"
"127","hsa:1147","hsa:4792","PPrel","phosphorylation"
"128","hsa:3551","hsa:4792","PPrel","activation"
