"","from","to","type","subtype"
"2","hsa:999","hsa:999","PPrel","binding/association"
"21","hsa:999","hsa:1499","PPrel","binding/association"
"3","hsa:1495","hsa:81","PPrel","binding/association"
"4","hsa:1495","hsa:87","PPrel","binding/association"
"5","hsa:1495","hsa:7414","PPrel","binding/association"
"6","hsa:1495","hsa:1499","PPrel","binding/association"
"7","hsa:1495","hsa:60","PPrel","dissociation"
"8","hsa:1495","hsa:71","PPrel","dissociation"
"9","hsa:1495","hsa:7082","PPrel","binding/association"
"11","hsa:1496","hsa:81","PPrel","binding/association"
"12","hsa:1496","hsa:87","PPrel","binding/association"
"13","hsa:1496","hsa:7414","PPrel","binding/association"
"14","hsa:1496","hsa:1499","PPrel","binding/association"
"15","hsa:1496","hsa:60","PPrel","dissociation"
"16","hsa:1496","hsa:71","PPrel","dissociation"
"17","hsa:1496","hsa:7082","PPrel","binding/association"
"19","hsa:29119","hsa:81","PPrel","binding/association"
"20","hsa:29119","hsa:87","PPrel","binding/association"
"211","hsa:29119","hsa:7414","PPrel","binding/association"
"22","hsa:29119","hsa:1499","PPrel","binding/association"
"23","hsa:29119","hsa:60","PPrel","dissociation"
"24","hsa:29119","hsa:71","PPrel","dissociation"
"25","hsa:29119","hsa:7082","PPrel","binding/association"
"27","hsa:1500","hsa:387","PPrel","inhibition"
"28","hsa:1500","hsa:5879","PPrel","activation"
"30","hsa:1500","hsa:5881","PPrel","activation"
"31","hsa:1500","hsa:998","PPrel","activation"
"32","hsa:51176","hsa:1499","PPrel","binding/association"
"33","hsa:6932","hsa:1499","PPrel","binding/association"
"34","hsa:6934","hsa:1499","PPrel","binding/association"
"35","hsa:83439","hsa:1499","PPrel","binding/association"
"36","hsa:6885","hsa:51701","PPrel","activation"
"37","hsa:6885","hsa:51701","PPrel","phosphorylation"
"38","hsa:7525","hsa:1500","PPrel","inhibition"
"39","hsa:7525","hsa:1500","PPrel","phosphorylation"
"40","hsa:7525","hsa:2534","PPrel","activation"
"41","hsa:7525","hsa:2534","PPrel","phosphorylation"
"42","hsa:7525","hsa:2241","PPrel","activation"
"43","hsa:7525","hsa:2241","PPrel","phosphorylation"
"44","hsa:2534","hsa:1499","PPrel","inhibition"
"45","hsa:2534","hsa:1499","PPrel","phosphorylation"
"46","hsa:2534","hsa:1500","PPrel","inhibition"
"47","hsa:2534","hsa:1500","PPrel","phosphorylation"
"48","hsa:2241","hsa:1499","PPrel","inhibition"
"49","hsa:2241","hsa:1499","PPrel","phosphorylation"
"50","hsa:2241","hsa:1500","PPrel","inhibition"
"51","hsa:2241","hsa:1500","PPrel","phosphorylation"
"52","hsa:5594","hsa:6591","PPrel","indirect effect"
"53","hsa:5595","hsa:6591","PPrel","indirect effect"
"54","hsa:7046","hsa:6615","PPrel","indirect effect"
"55","hsa:7046","hsa:4089","PPrel","indirect effect"
"56","hsa:7046","hsa:4088","PPrel","indirect effect"
"57","hsa:7048","hsa:6615","PPrel","indirect effect"
"58","hsa:7048","hsa:4089","PPrel","indirect effect"
"59","hsa:7048","hsa:4088","PPrel","indirect effect"
"60","hsa:2260","hsa:6615","PPrel","indirect effect"
"61","hsa:1956","hsa:1500","PPrel","inhibition"
"62","hsa:1956","hsa:1500","PPrel","phosphorylation"
"63","hsa:1956","hsa:1499","PPrel","inhibition"
"64","hsa:1956","hsa:1499","PPrel","phosphorylation"
"65","hsa:1956","hsa:5594","PPrel","indirect effect"
"66","hsa:1956","hsa:5595","PPrel","indirect effect"
"67","hsa:2064","hsa:1500","PPrel","inhibition"
"68","hsa:2064","hsa:1500","PPrel","phosphorylation"
"69","hsa:2064","hsa:1499","PPrel","inhibition"
"70","hsa:2064","hsa:1499","PPrel","phosphorylation"
"71","hsa:2064","hsa:5594","PPrel","indirect effect"
"72","hsa:2064","hsa:5595","PPrel","indirect effect"
"73","hsa:4233","hsa:1500","PPrel","inhibition"
"74","hsa:4233","hsa:1500","PPrel","phosphorylation"
"75","hsa:4233","hsa:1499","PPrel","inhibition"
"76","hsa:4233","hsa:1499","PPrel","phosphorylation"
"77","hsa:3480","hsa:1499","PPrel","inhibition"
"78","hsa:3480","hsa:1499","PPrel","phosphorylation"
"79","hsa:1457","hsa:1499","PPrel","activation"
"80","hsa:1457","hsa:1499","PPrel","phosphorylation"
"81","hsa:1459","hsa:1499","PPrel","activation"
"82","hsa:1459","hsa:1499","PPrel","phosphorylation"
"87","hsa:5795","hsa:1500","PPrel","activation"
"88","hsa:5795","hsa:1500","PPrel","dephosphorylation"
"89","hsa:5777","hsa:1500","PPrel","activation"
"90","hsa:5777","hsa:1500","PPrel","dephosphorylation"
"91","hsa:5770","hsa:1499","PPrel","activation"
"92","hsa:5770","hsa:1499","PPrel","dephosphorylation"
"93","hsa:5792","hsa:1499","PPrel","activation"
"94","hsa:5792","hsa:1499","PPrel","dephosphorylation"
"95","hsa:5787","hsa:1499","PPrel","activation"
