"","from","to","type","subtype"
"2","hsa:6608","hsa:5566","PPrel","inhibition"
"21","hsa:6608","hsa:5567","PPrel","inhibition"
"3","hsa:6608","hsa:5568","PPrel","inhibition"
"4","hsa:6608","hsa:408","PPrel","binding/association"
"5","hsa:6608","hsa:409","PPrel","binding/association"
"8","hsa:122011","hsa:6608","PPrel","activation"
"9","hsa:122011","hsa:6608","PPrel","phosphorylation"
"10","hsa:1452","hsa:6608","PPrel","activation"
"11","hsa:1452","hsa:6608","PPrel","phosphorylation"
"12","hsa:1453","hsa:6608","PPrel","activation"
"13","hsa:1453","hsa:6608","PPrel","phosphorylation"
"14","hsa:1454","hsa:6608","PPrel","activation"
"15","hsa:1454","hsa:6608","PPrel","phosphorylation"
"16","hsa:1455","hsa:6608","PPrel","activation"
"17","hsa:1455","hsa:6608","PPrel","phosphorylation"
"18","hsa:1456","hsa:6608","PPrel","activation"
"19","hsa:1456","hsa:6608","PPrel","phosphorylation"
"20","hsa:53944","hsa:6608","PPrel","activation"
"211","hsa:53944","hsa:6608","PPrel","phosphorylation"
"23","hsa:5566","hsa:122011","PPrel","binding/association"
"24","hsa:5566","hsa:1452","PPrel","binding/association"
"25","hsa:5566","hsa:1453","PPrel","binding/association"
"26","hsa:5566","hsa:1454","PPrel","binding/association"
"27","hsa:5566","hsa:1455","PPrel","binding/association"
"28","hsa:5566","hsa:1456","PPrel","binding/association"
"29","hsa:5566","hsa:53944","PPrel","binding/association"
"30","hsa:5566","hsa:2932","PPrel","binding/association"
"31","hsa:5566","hsa:2735","PPrel","activation"
"32","hsa:5566","hsa:2735","PPrel","phosphorylation"
"33","hsa:5566","hsa:2736","PPrel","activation"
"34","hsa:5566","hsa:2736","PPrel","phosphorylation"
"35","hsa:5566","hsa:2737","PPrel","activation"
"36","hsa:5566","hsa:2737","PPrel","phosphorylation"
"38","hsa:5567","hsa:122011","PPrel","binding/association"
"39","hsa:5567","hsa:1452","PPrel","binding/association"
"40","hsa:5567","hsa:1453","PPrel","binding/association"
"41","hsa:5567","hsa:1454","PPrel","binding/association"
"42","hsa:5567","hsa:1455","PPrel","binding/association"
"43","hsa:5567","hsa:1456","PPrel","binding/association"
"44","hsa:5567","hsa:53944","PPrel","binding/association"
"45","hsa:5567","hsa:2932","PPrel","binding/association"
"46","hsa:5567","hsa:2735","PPrel","activation"
"47","hsa:5567","hsa:2735","PPrel","phosphorylation"
"48","hsa:5567","hsa:2736","PPrel","activation"
"49","hsa:5567","hsa:2736","PPrel","phosphorylation"
"50","hsa:5567","hsa:2737","PPrel","activation"
"51","hsa:5567","hsa:2737","PPrel","phosphorylation"
"53","hsa:5568","hsa:122011","PPrel","binding/association"
"54","hsa:5568","hsa:1452","PPrel","binding/association"
"55","hsa:5568","hsa:1453","PPrel","binding/association"
"56","hsa:5568","hsa:1454","PPrel","binding/association"
"57","hsa:5568","hsa:1455","PPrel","binding/association"
"58","hsa:5568","hsa:1456","PPrel","binding/association"
"59","hsa:5568","hsa:53944","PPrel","binding/association"
"60","hsa:5568","hsa:2932","PPrel","binding/association"
"61","hsa:5568","hsa:2735","PPrel","activation"
"62","hsa:5568","hsa:2735","PPrel","phosphorylation"
"63","hsa:5568","hsa:2736","PPrel","activation"
"64","hsa:5568","hsa:2736","PPrel","phosphorylation"
"65","hsa:5568","hsa:2737","PPrel","activation"
"66","hsa:5568","hsa:2737","PPrel","phosphorylation"
"67","hsa:2735","hsa:51684","PPrel","binding/association"
"68","hsa:2735","hsa:374654","PPrel","binding/association"
"69","hsa:2735","hsa:2735","GErel","expression"
"70","hsa:2735","hsa:2736","GErel","expression"
"71","hsa:2735","hsa:2737","GErel","expression"
"72","hsa:2735","hsa:5727","GErel","expression"
"73","hsa:2735","hsa:8643","GErel","expression"
"74","hsa:2735","hsa:64399","GErel","expression"
"75","hsa:2735","hsa:595","GErel","expression"
"76","hsa:2735","hsa:894","GErel","expression"
"77","hsa:2735","hsa:596","GErel","expression"
"78","hsa:2736","hsa:51684","PPrel","binding/association"
"79","hsa:2736","hsa:374654","PPrel","binding/association"
"80","hsa:2736","hsa:2735","GErel","expression"
"81","hsa:2736","hsa:2736","GErel","expression"
"82","hsa:2736","hsa:2737","GErel","expression"
"83","hsa:2736","hsa:5727","GErel","expression"
"84","hsa:2736","hsa:8643","GErel","expression"
"85","hsa:2736","hsa:64399","GErel","expression"
"86","hsa:2736","hsa:595","GErel","expression"
"87","hsa:2736","hsa:894","GErel","expression"
"88","hsa:2736","hsa:596","GErel","expression"
"89","hsa:2737","hsa:51684","PPrel","binding/association"
"90","hsa:2737","hsa:374654","PPrel","binding/association"
"91","hsa:2737","hsa:2735","GErel","expression"
"92","hsa:2737","hsa:2736","GErel","expression"
"93","hsa:2737","hsa:2737","GErel","expression"
"94","hsa:2737","hsa:5727","GErel","expression"
"95","hsa:2737","hsa:8643","GErel","expression"
"96","hsa:2737","hsa:64399","GErel","expression"
"97","hsa:2737","hsa:595","GErel","expression"
