"","from","to","type","subtype"
"2","hsa:51","hsa:30","ECrel","compound"
"21","hsa:8310","hsa:30","ECrel","compound"
"5","hsa:123745","hsa:9415","ECrel","compound"
"6","hsa:151056","hsa:9415","ECrel","compound"
"7","hsa:255189","hsa:9415","ECrel","compound"
"8","hsa:26279","hsa:9415","ECrel","compound"
"9","hsa:283748","hsa:9415","ECrel","compound"
"10","hsa:30814","hsa:9415","ECrel","compound"
"11","hsa:391013","hsa:9415","ECrel","compound"
"12","hsa:50487","hsa:9415","ECrel","compound"
"13","hsa:5319","hsa:9415","ECrel","compound"
"14","hsa:5320","hsa:9415","ECrel","compound"
"15","hsa:5321","hsa:9415","ECrel","compound"
"16","hsa:5322","hsa:9415","ECrel","compound"
"17","hsa:64600","hsa:9415","ECrel","compound"
"18","hsa:81579","hsa:9415","ECrel","compound"
"19","hsa:8398","hsa:9415","ECrel","compound"
"20","hsa:8399","hsa:9415","ECrel","compound"
"211","hsa:84647","hsa:9415","ECrel","compound"
"22","hsa:8605","hsa:9415","ECrel","compound"
