"","from","to","type","subtype"
"2","hsa:5578","hsa:2902","PPrel","indirect effect"
"21","hsa:5578","hsa:2903","PPrel","indirect effect"
"3","hsa:5578","hsa:2904","PPrel","indirect effect"
"4","hsa:5578","hsa:2905","PPrel","indirect effect"
"5","hsa:5578","hsa:2906","PPrel","indirect effect"
"6","hsa:5579","hsa:2902","PPrel","indirect effect"
"7","hsa:5579","hsa:2903","PPrel","indirect effect"
"8","hsa:5579","hsa:2904","PPrel","indirect effect"
"9","hsa:5579","hsa:2905","PPrel","indirect effect"
"10","hsa:5579","hsa:2906","PPrel","indirect effect"
"11","hsa:5582","hsa:2902","PPrel","indirect effect"
"12","hsa:5582","hsa:2903","PPrel","indirect effect"
"13","hsa:5582","hsa:2904","PPrel","indirect effect"
"14","hsa:5582","hsa:2905","PPrel","indirect effect"
"15","hsa:5582","hsa:2906","PPrel","indirect effect"
"16","hsa:814","hsa:1387","PPrel","activation"
"17","hsa:814","hsa:1387","PPrel","phosphorylation"
"18","hsa:814","hsa:2033","PPrel","activation"
"19","hsa:814","hsa:2033","PPrel","phosphorylation"
"20","hsa:1387","hsa:468","PPrel","binding/association"
"211","hsa:2033","hsa:468","PPrel","binding/association"
"22","hsa:815","hsa:2911","PPrel","activation"
"23","hsa:815","hsa:2915","PPrel","activation"
"24","hsa:815","hsa:2890","PPrel","activation"
"25","hsa:815","hsa:2890","PPrel","phosphorylation"
"26","hsa:815","hsa:2891","PPrel","activation"
"27","hsa:815","hsa:2891","PPrel","phosphorylation"
"28","hsa:815","hsa:5594","PPrel","indirect effect"
"29","hsa:815","hsa:5595","PPrel","indirect effect"
"30","hsa:816","hsa:2911","PPrel","activation"
"31","hsa:816","hsa:2915","PPrel","activation"
"32","hsa:816","hsa:2890","PPrel","activation"
"33","hsa:816","hsa:2890","PPrel","phosphorylation"
"34","hsa:816","hsa:2891","PPrel","activation"
"35","hsa:816","hsa:2891","PPrel","phosphorylation"
"36","hsa:816","hsa:5594","PPrel","indirect effect"
"37","hsa:816","hsa:5595","PPrel","indirect effect"
"38","hsa:817","hsa:2911","PPrel","activation"
"39","hsa:817","hsa:2915","PPrel","activation"
"40","hsa:817","hsa:2890","PPrel","activation"
"41","hsa:817","hsa:2890","PPrel","phosphorylation"
"42","hsa:817","hsa:2891","PPrel","activation"
"43","hsa:817","hsa:2891","PPrel","phosphorylation"
"44","hsa:817","hsa:5594","PPrel","indirect effect"
"45","hsa:817","hsa:5595","PPrel","indirect effect"
"46","hsa:818","hsa:2911","PPrel","activation"
"47","hsa:818","hsa:2915","PPrel","activation"
"48","hsa:818","hsa:2890","PPrel","activation"
"49","hsa:818","hsa:2890","PPrel","phosphorylation"
